16,24,72
24,43,96
22,66,19
11,49,43
34,24,96
25,34,128
18,48,59
5,39,76
18,29,46
21,38,69
20,40,46
16,5,39
9,14,29
5,18,78
25,20,118
30,26,57
24,43,44
24,11,78
10,18,104
18,30,192
27,31,151
25,46,98
7,9,219
17,38,214
23,34,166
23,26,105
26,27,60
19,21,22
0,0,0
0,0,0
1,1,1
1,2,3
2,3,3
3,4,1
1,4,4
0,2,4
1,4,3
2,9,9
0,12,17
2,8,18
2,26,44
6,23,53
3,5,25
2,9,25
6,9,34
8,6,21
5,13,11
3,10,18
5,4,13
5,11,3
6,14,15
5,23,16
8,17,12
8,21,16
7,34,14
16,29,33
10,8,29
9,5,10
7,12,7
3,8,0
4,5,30
4,8,59
7,14,69
4,23,60
1,30,27
6,13,23
5,10,28
4,6,75
14,29,178
18,22,119
5,12,22
12,17,45
5,5,26
9,14,13
9,17,16
9,24,18
14,42,24
15,36,84
4,16,133
10,22,45
26,12,38
21,17,36
11,16,57
7,10,80
9,3,75
3,13,61
21,24,55
15,16,37
3,14,8
14,49,25
12,42,52
16,20,57
15,20,64
22,11,19
36,34,106
25,34,89
27,26,59
28,41,29
11,31,169
4,2,216
12,27,101
17,39,29
15,8,37
3,26,64
9,39,88
18,49,57
18,21,59
11,4,81
16,6,74
16,18,14
1,28,75
17,4,148
13,31,164
2,17,72
6,8,66
19,26,63
15,21,65
5,13,81
30,11,99
16,14,33
27,47,62
38,47,73
24,40,75
14,30,117
13,70,403
6,48,356
16,29,192
7,40,109
30,28,71
42,2,48
60,28,33
55,55,16
17,46,26
12,41,30
22,19,37
26,21,42
21,21,46
13,22,69
18,16,84
20,21,81
25,34,93
46,37,210
44,32,236
28,22,126
28,33,16
13,54,84
4,53,115
26,18,54
30,49,13
10,43,40
3,27,93
12,11,165
15,44,137
2,74,73
13,39,64
13,18,27
0,0,0
0,0,0
0,1,2
0,2,5
0,2,5
0,0,1
2,3,3
2,7,3
1,4,1
2,4,2
3,1,6
2,2,7
4,5,28
5,10,21
6,23,52
2,16,57
1,10,28
2,10,2
5,6,13
7,15,19
4,8,14
1,7,16
1,9,12
3,16,11
6,24,22
9,21,6
8,23,20
3,11,32
5,10,22
9,1,58
12,9,39
6,6,18
2,6,10
3,0,20
5,2,41
4,7,22
3,10,24
3,9,32
6,13,27
13,13,152
26,7,306
24,15,190
17,20,44
14,20,16
0,10,28
11,11,19
6,11,32
4,31,16
13,29,19
22,13,106
15,11,94
8,10,23
16,19,26
18,10,28
13,5,78
16,9,63
25,11,9
17,10,52
18,21,74
23,31,93
38,26,60
35,44,4
4,42,32
12,30,24
4,32,9
17,36,43
3,11,16
20,49,102
14,56,93
12,47,44
15,46,341
14,21,463
22,19,296
16,40,129
17,37,35
15,24,36
13,29,78
11,33,11
12,30,32
12,14,41
9,23,54
22,28,70
16,36,99
15,61,120
19,35,118
9,21,66
7,31,51
15,19,101
51,17,134
68,54,177
38,76,224
6,39,188
16,33,103
20,37,98
10,38,125
5,23,165
20,66,372
13,75,315
6,42,95
16,18,46
21,24,90
18,10,77
36,62,28
45,92,39
41,84,52
34,53,33
6,16,31
7,31,54
2,68,45
4,67,22
10,39,19
15,48,11
2,78,45
39,78,63
72,28,118
56,5,129
20,34,101
18,41,68
15,33,117
18,25,164
25,59,140
17,47,75
3,29,178
10,30,198
15,37,60
20,32,39
19,29,32
7,27,43
0,0,0
0,0,0
0,0,1
1,1,2
0,3,1
1,4,5
1,3,6
1,2,1
2,2,3
1,2,1
2,6,3
1,8,13
0,3,27
2,14,32
4,27,36
1,29,16
5,20,38
7,3,8
4,4,9
3,8,1
0,10,23
7,10,27
13,11,5
12,13,11
4,5,18
3,8,14
5,10,4
8,4,30
8,10,32
10,7,39
8,7,36
12,3,53
19,9,58
13,18,12
3,16,26
5,5,12
10,5,17
5,8,21
5,8,10
15,12,83
22,12,285
21,15,274
7,10,92
5,9,9
7,17,15
6,21,27
9,15,36
13,21,24
5,23,28
23,23,116
33,3,153
20,5,90
15,15,29
9,26,65
7,13,32
1,17,60
12,9,28
1,8,18
14,6,43
8,26,38
24,25,34
10,28,56
15,36,16
8,30,24
22,18,28
38,22,43
19,16,17
13,11,60
15,18,33
19,23,89
20,13,396
18,26,788
10,25,366
17,13,40
20,18,7
13,10,64
9,20,137
13,8,89
11,22,52
13,35,20
11,30,24
8,31,47
16,35,65
8,28,19
9,29,41
18,31,37
25,36,32
26,22,45
20,23,30
30,32,48
27,99,105
12,102,77
10,52,71
7,25,76
20,14,3
37,47,44
31,34,85
10,20,84
4,14,69
9,4,77
4,38,85
27,27,86
56,37,23
58,22,68
23,27,101
11,29,80
11,63,55
13,98,47
16,48,51
12,16,58
26,31,84
21,28,80
22,20,80
10,22,151
17,49,138
13,63,109
32,48,74
41,26,29
24,59,44
21,56,55
7,22,106
2,8,122
14,12,176
30,36,310
19,48,240
13,19,151
26,11,100
9,27,62
0,0,0
0,0,1
0,1,0
0,1,0
1,1,2
1,2,5
0,3,5
1,2,4
0,1,5
2,3,11
1,6,16
1,3,11
1,6,15
3,15,36
9,22,63
9,5,74
8,17,46
8,11,8
6,5,9
2,1,19
2,7,4
6,13,24
10,13,36
7,8,39
6,9,27
6,12,12
3,19,14
4,12,26
7,13,38
9,18,17
8,5,36
2,9,30
2,5,21
4,3,72
10,8,101
11,21,49
6,17,15
6,8,46
7,6,44
5,13,114
18,27,86
31,28,45
20,13,33
8,10,25
4,16,22
3,8,20
6,13,38
4,8,58
6,10,56
9,5,51
18,9,71
13,4,75
0,4,95
13,9,36
19,9,76
10,25,47
10,35,19
8,23,16
10,7,16
14,10,81
24,13,126
29,25,89
33,35,26
23,36,23
8,22,10
15,20,5
12,32,52
8,13,61
7,23,44
19,9,66
14,39,369
22,38,810
36,15,447
26,8,20
8,2,14
5,11,86
10,2,81
13,9,37
9,11,41
10,27,25
9,39,88
6,50,121
18,38,92
19,14,56
8,17,110
13,41,31
23,52,52
18,28,6
5,7,73
15,11,99
22,12,87
12,15,140
31,10,36
21,22,88
13,23,75
21,20,69
22,42,140
11,43,78
8,52,59
10,32,54
5,22,34
8,43,27
16,70,37
5,50,105
21,72,113
12,54,96
11,8,68
19,45,31
14,17,16
10,25,39
23,19,37
25,25,68
15,12,80
37,62,226
43,72,293
16,24,164
15,14,63
11,40,77
31,55,83
16,28,122
18,19,169
23,41,112
22,76,122
36,97,35
30,72,84
0,25,52
12,57,60
13,58,65
0,0,0
0,0,0
0,1,1
0,1,3
0,1,5
0,2,7
1,1,4
1,1,2
2,2,3
1,4,7
0,5,7
1,6,9
2,8,25
2,18,20
3,36,13
5,19,16
4,11,31
4,7,24
2,4,20
5,2,21
7,5,13
8,8,14
7,11,17
5,10,13
4,9,24
5,15,39
1,24,10
7,25,20
7,3,25
3,13,31
2,0,10
8,21,22
10,19,36
3,3,76
2,4,67
2,12,26
6,4,29
7,14,25
6,19,28
4,15,35
6,2,89
6,2,155
8,6,70
10,4,44
11,7,36
13,13,20
13,9,21
7,10,28
1,19,49
5,26,38
9,14,38
11,3,22
13,3,41
18,12,88
8,18,71
11,15,67
16,20,67
17,22,76
33,18,73
32,20,46
39,17,26
34,17,48
22,15,85
12,22,45
19,24,52
11,36,111
1,42,140
6,15,105
7,37,78
10,53,90
24,33,444
22,25,710
16,19,271
19,29,63
10,29,55
5,29,46
7,23,78
13,7,56
7,16,65
20,31,134
24,33,180
11,20,114
21,16,86
36,28,52
18,39,91
15,48,59
16,31,87
9,13,109
10,4,80
24,14,137
33,33,217
45,48,159
42,33,71
36,12,79
26,9,76
14,12,99
10,9,219
20,14,187
25,25,99
14,40,87
14,36,35
8,28,46
25,72,53
33,130,78
29,110,95
18,35,37
15,19,69
26,37,66
7,32,80
16,49,15
10,38,84
9,44,59
23,48,59
30,44,136
31,3,83
34,21,79
17,7,116
37,29,187
27,43,229
27,42,189
5,15,184
24,57,185
17,60,93
15,9,62
32,33,57
33,27,46
25,5,72
28,15,33
0,0,0
0,0,1
0,1,2
0,0,2
0,0,0
0,2,3
1,4,4
1,6,4
1,5,7
1,3,10
2,4,4
2,15,2
5,25,38
7,36,51
6,23,14
6,5,28
6,9,37
7,6,14
6,9,14
11,9,11
11,13,2
5,20,4
1,8,11
5,6,19
9,4,32
4,2,32
3,2,25
1,13,55
4,19,41
4,8,16
8,0,10
10,15,23
13,28,47
13,21,75
6,14,73
9,13,17
6,4,15
4,1,9
4,16,18
11,13,48
19,19,130
10,27,59
9,5,39
12,10,16
8,10,12
4,8,8
6,8,23
7,18,53
6,22,58
10,15,99
15,17,94
5,17,44
8,19,49
8,13,25
14,10,59
22,16,52
14,24,14
7,11,44
3,7,21
19,9,16
22,11,18
7,18,28
6,24,46
7,13,63
9,31,21
8,53,87
8,27,94
18,31,27
27,25,32
18,10,79
9,25,337
11,16,519
12,31,161
18,22,123
21,13,36
18,30,55
13,25,105
28,14,123
21,34,108
4,30,97
4,37,81
3,29,71
9,29,69
19,14,52
28,13,8
10,16,53
14,30,79
12,27,164
12,4,79
18,8,19
31,22,85
37,68,145
30,71,106
16,32,26
7,33,39
15,38,52
24,43,203
11,31,181
20,17,103
14,29,63
7,30,49
22,34,39
22,72,8
24,45,66
25,12,82
15,21,62
4,27,70
8,66,26
2,45,56
12,51,83
17,37,60
26,17,126
28,31,92
16,68,97
14,56,98
13,57,56
22,35,65
27,31,225
18,21,294
10,27,199
11,6,49
11,19,115
6,42,24
15,52,86
15,31,43
2,44,39
1,54,55
16,38,92
0,0,0
0,0,1
0,0,1
0,0,0
1,0,1
1,1,3
1,0,4
1,0,4
2,4,3
3,5,5
3,21,16
2,18,27
1,3,35
4,8,15
2,1,14
2,6,24
2,9,22
3,3,11
9,1,10
7,6,18
2,5,3
4,9,11
3,8,7
9,10,16
9,4,12
4,2,23
4,9,48
7,5,17
8,8,21
2,10,8
7,12,16
8,7,35
8,2,24
6,5,35
2,9,46
1,4,15
6,10,4
5,9,7
2,4,47
0,19,48
21,14,120
37,11,199
18,12,101
5,10,29
11,6,15
10,10,25
4,22,26
5,14,24
0,21,54
4,16,49
10,6,62
6,28,95
22,32,65
23,10,30
19,0,39
13,8,58
15,7,46
20,30,60
18,24,59
33,24,31
29,24,63
22,24,35
8,14,5
11,1,16
11,12,45
17,21,101
28,39,103
22,37,72
6,13,50
19,40,92
19,38,414
9,20,600
17,20,293
8,19,28
9,8,56
1,15,80
3,24,102
9,26,66
5,13,28
8,4,74
9,17,70
8,14,64
18,19,10
27,15,39
20,18,78
2,23,91
29,14,37
34,8,98
16,6,66
23,36,69
20,50,99
4,34,57
2,30,66
11,33,81
25,20,73
31,27,21
31,45,171
10,44,119
5,41,70
14,53,52
17,14,27
15,41,80
21,58,99
11,47,75
25,23,41
29,18,78
33,34,122
39,25,92
25,32,65
11,35,39
15,31,137
19,41,142
11,26,65
9,45,77
7,46,117
6,27,117
3,41,108
8,21,119
4,13,57
11,25,116
24,33,111
33,34,81
32,21,327
19,28,321
13,27,184
4,39,110
7,29,66
17,18,108
0,0,0
0,0,1
1,1,2
2,1,5
1,3,5
0,3,3
1,2,5
0,2,6
0,6,7
3,9,4
5,11,18
5,13,39
6,4,31
7,6,17
2,12,12
2,3,12
4,11,9
5,6,3
2,8,16
3,18,25
4,27,11
11,22,11
9,6,8
8,8,11
9,13,18
2,13,11
3,11,15
2,7,11
9,8,33
7,17,36
4,10,23
5,11,15
3,15,11
12,5,16
16,3,32
9,5,19
5,10,18
8,5,9
10,4,36
6,10,37
18,13,268
18,3,314
11,9,137
4,10,57
6,12,26
15,12,28
21,10,37
13,26,6
2,25,71
19,18,80
28,7,74
24,24,54
20,40,40
9,25,19
9,33,70
5,22,75
6,10,39
31,28,79
21,31,69
9,16,47
2,40,15
15,54,39
11,51,36
7,31,10
23,27,32
41,28,75
30,31,81
14,15,36
30,6,71
23,14,105
14,16,275
9,17,274
6,17,32
23,13,89
36,13,20
22,10,40
11,3,84
22,7,38
28,13,9
24,22,64
19,27,89
14,22,40
9,14,61
9,15,68
11,17,43
11,1,29
7,24,29
2,27,35
15,26,29
26,35,80
38,32,129
33,26,61
31,7,13
16,16,16
15,10,60
25,14,99
29,11,177
11,12,131
19,57,47
32,58,80
20,16,53
25,39,38
66,27,88
56,26,141
17,21,103
23,10,35
27,13,49
39,45,45
22,68,29
8,58,51
36,43,75
41,41,87
28,14,125
25,91,57
6,94,74
17,53,38
30,28,139
28,86,267
29,92,267
32,71,164
24,44,68
11,46,137
14,77,362
18,43,330
9,47,175
13,68,80
11,19,30
9,8,37
0,0,0
0,0,0
1,0,3
0,1,7
1,1,6
0,0,2
0,1,1
1,2,3
1,4,3
1,6,4
2,13,9
1,24,32
2,19,33
4,5,21
1,9,8
5,14,13
6,7,8
4,5,21
1,4,9
4,0,13
6,4,6
2,4,12
7,5,13
2,1,2
4,12,14
3,17,28
3,13,30
6,6,21
3,9,34
6,12,39
6,8,13
6,15,7
11,10,35
9,13,53
7,9,43
9,1,34
4,5,34
4,5,18
8,8,31
9,17,50
12,29,211
19,11,172
14,19,16
17,23,10
15,10,26
8,5,25
12,6,48
24,14,51
31,20,9
24,22,67
4,16,167
0,11,133
10,12,70
9,16,77
11,18,63
21,21,46
12,20,66
7,12,11
7,19,53
22,7,44
26,21,16
22,12,31
27,41,57
27,39,32
23,13,65
8,27,113
20,50,36
9,50,83
16,27,55
10,5,101
7,9,92
4,12,73
4,12,113
7,17,74
5,29,58
8,25,55
4,29,28
10,15,10
15,6,23
9,5,64
9,8,115
15,7,77
11,3,51
7,20,63
18,20,106
15,6,47
17,29,93
30,23,90
32,26,42
25,31,46
15,7,87
13,12,55
7,32,24
10,47,15
12,32,21
11,17,101
23,11,180
34,32,193
19,6,88
19,43,42
37,27,51
17,20,25
35,19,39
29,6,68
27,15,127
13,8,170
6,3,95
30,25,42
43,30,58
35,34,26
10,15,33
11,49,32
9,90,80
29,114,108
33,70,29
26,43,16
12,26,31
9,32,98
19,32,99
29,32,100
28,40,166
28,23,91
43,15,51
37,16,52
8,47,77
5,51,5
6,5,24
9,32,25
0,0,0
0,0,1
1,0,1
1,0,5
1,1,6
2,2,2
2,2,3
0,4,2
1,6,2
1,4,2
2,8,11
3,18,30
4,15,24
5,7,20
2,2,35
4,12,10
6,14,23
5,2,1
3,9,17
2,6,18
1,3,23
5,8,26
10,13,19
10,11,6
7,17,13
4,16,10
6,4,7
7,6,7
5,2,28
2,4,29
4,2,28
12,3,23
14,14,30
6,17,60
3,11,68
11,10,34
9,12,14
8,5,13
7,5,44
9,7,50
23,20,126
18,19,123
4,10,20
5,12,52
4,17,9
4,9,67
7,8,46
11,9,23
9,10,14
5,21,93
16,22,174
4,2,65
15,15,9
20,19,23
22,42,17
14,62,90
8,46,79
7,18,47
6,29,60
16,23,40
8,36,55
10,48,81
14,37,52
11,37,24
19,45,47
23,47,76
17,21,66
11,3,89
19,7,134
20,13,64
25,20,71
26,8,122
9,33,127
20,11,45
26,16,11
16,16,20
3,17,37
5,34,28
25,37,21
27,38,17
11,15,28
8,17,38
16,16,37
21,2,81
13,42,39
14,50,69
4,16,29
15,25,131
21,33,157
8,14,152
17,23,165
47,25,111
43,26,112
30,9,37
22,19,20
20,33,76
21,77,269
6,83,297
32,31,192
32,41,23
7,29,62
11,23,69
27,38,47
33,30,51
12,11,96
6,30,116
8,34,82
14,12,51
9,26,67
15,46,31
12,19,64
27,23,113
21,56,68
22,103,21
14,80,86
13,47,58
28,40,73
18,27,81
25,33,79
46,20,14
42,7,127
24,13,32
28,27,134
13,35,92
22,36,18
31,32,66
32,26,92
36,80,76
0,0,0
0,0,0
1,0,0
0,0,3
0,0,3
0,0,2
0,1,0
0,6,3
1,3,4
1,0,1
2,5,12
2,6,5
1,5,22
3,2,19
3,8,18
3,5,67
7,26,84
9,40,57
5,21,25
5,9,15
4,6,19
3,3,36
6,12,19
6,9,15
4,15,31
7,13,20
4,10,27
5,9,37
3,11,22
5,9,10
9,9,8
2,9,13
4,10,12
2,5,45
3,3,49
4,6,14
3,6,5
2,17,12
4,14,12
11,5,71
34,6,203
34,10,192
17,3,55
4,3,6
14,15,21
15,23,42
8,36,47
12,25,36
10,12,11
15,37,97
32,34,230
20,20,183
8,21,68
10,36,31
11,31,50
9,21,72
8,10,61
14,14,16
16,6,44
7,13,34
6,3,9
11,22,43
9,37,56
4,41,37
11,20,56
12,40,87
11,16,81
11,20,43
13,24,30
10,23,102
16,5,165
23,18,156
7,19,101
11,10,15
8,12,22
22,17,101
21,22,140
5,29,79
5,20,41
13,15,53
17,19,79
19,31,109
8,18,102
16,24,37
16,10,57
12,27,25
14,13,48
30,3,31
28,13,87
22,23,161
28,34,226
11,20,164
17,18,8
26,15,34
11,25,40
14,35,123
10,49,225
14,71,156
5,30,49
5,22,28
5,13,14
23,10,23
36,44,20
38,73,66
32,27,102
29,38,89
23,45,53
18,22,48
17,22,30
7,52,24
23,40,45
10,7,88
14,24,130
19,38,142
29,78,56
25,38,12
44,0,44
44,25,143
33,50,186
30,50,198
5,37,102
39,56,90
45,50,166
43,43,182
13,41,82
17,45,20
19,43,49
7,11,33
0,0,0
0,0,0
0,0,1
0,1,1
0,1,3
1,2,5
1,5,6
1,4,7
0,3,7
2,1,5
4,2,4
5,4,2
5,7,24
6,17,41
4,17,51
3,13,47
3,25,38
4,30,22
2,18,18
3,5,26
3,3,32
6,16,19
4,20,8
6,14,7
9,23,11
6,19,30
5,7,22
4,9,25
6,9,36
