0,0,0,1
0,0,0,0
0,0,0,2
0,0,0,1
0,0,0,2
0,0,0,0
0,0,0,-1
0,0,0,-2
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
11,-3,0,0
22,-4,19,-1
19,-3,31,-1
1,2,2,0
0,0,0,-1
0,0,0,-1
0,0,0,2
0,0,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,-1
0,0,0,0
0,0,0,-1
0,0,0,-1
0,0,0,-2
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,-1
36,-2,2,0
37,-2,59,-1
7,3,10,2
2,1,3,0
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,-1
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
22,-2,0,-1
25,0,36,-1
10,6,16,2
2,2,3,1
0,0,1,0
0,0,0,2
0,0,0,0
0,0,0,0
0,0,0,3
0,0,0,0
0,0,0,0
0,0,0,0
3,1,6,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,2
2,0,0,2
5,1,4,0
4,1,6,0
0,1,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,0
4,0,5,1
2,1,4,2
0,0,0,0
0,0,0,2
0,0,0,3
0,0,0,1
0,0,0,1
3,0,0,2
3,0,5,1
1,0,2,0
0,0,0,3
0,0,0,3
0,0,0,3
0,0,0,1
0,0,0,1
3,0,0,1
4,0,6,0
1,0,3,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
1,0,0,1
4,0,3,0
3,0,6,2
0,0,1,0
0,0,0,0
0,0,0,3
0,0,0,0
0,0,0,0
1,0,0,2
3,0,3,0
2,0,4,2
0,0,0,2
0,0,0,0
0,0,0,0
0,0,0,2
0,0,0,0
3,0,0,1
5,1,6,3
3,1,5,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
1,0,0,1
3,3,3,0
3,2,5,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0,0,2
3,1,5,0
1,1,3,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
5,2,0,1
5,2,9,3
1,1,2,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
2,0,0,1
3,1,3,3
3,1,5,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
3,0,0,1
5,2,5,1
4,2,7,2
1,1,1,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
4,0,0,1
5,0,8,1
2,0,4,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
5,1,0,0
6,2,8,2
3,3,5,1
0,1,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
5,1,2,2
5,1,8,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,0
4,0,4,1
3,1,6,2
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
4,1,1,0
4,1,7,2
0,1,1,2
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
3,0,0,1
5,1,5,1
3,2,6,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
5,0,1,0
6,1,9,0
2,1,4,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
2,0,3,0
6,1,2,1
6,2,10,1
1,2,3,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,2
6,2,4,0
5,2,9,1
1,1,1,0
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
3,0,0,1
4,0,5,2
3,0,5,2
0,0,1,3
0,0,0,2
0,0,0,0
0,0,0,0
0,0,0,0
4,2,0,0
5,2,7,1
2,1,5,0
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
5,0,0,1
6,0,9,1
3,0,5,0
0,0,0,0
0,0,0,0
0,0,0,1
1,-1,0,0
2,0,2,0
5,1,1,2
5,1,8,3
2,0,3,0
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
2,0,0,0
5,0,3,0
5,0,8,2
1,0,2,0
0,0,0,0
0,0,0,0
0,0,0,2
3,2,0,0
4,2,5,1
3,2,6,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,2
3,0,0,0
5,0,6,2
4,0,7,3
0,0,0,2
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,2
4,1,0,2
5,1,7,2
3,1,6,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
4,1,1,2
4,1,7,2
2,1,3,2
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
2,0,0,2
6,2,3,2
5,2,9,2
0,0,1,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
2,0,0,1
5,2,5,2
4,2,8,2
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
4,1,0,0
6,2,7,2
4,2,8,2
0,0,1,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,2
13,1,0,0
14,1,23,1
3,2,5,2
0,0,0,2
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
4,1,0,2
5,2,7,2
3,2,5,1
0,0,0,2
0,0,0,0
0,0,0,0
0,0,0,2
0,0,0,2
4,0,1,2
5,1,7,1
2,1,4,2
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,1
5,1,4,3
5,1,8,2
1,1,2,2
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
2,0,0,2
5,1,4,0
4,1,7,2
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,2
4,2,0,0
5,2,7,1
3,1,5,2
0,0,0,2
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
5,1,0,2
6,1,8,2
3,2,5,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,2
5,1,1,2
5,1,8,1
1,1,3,2
0,0,0,0
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,0
0,0,0,-1
0,0,0,1
0,0,0,0
4,0,0,1
11,-1,8,0
18,2,17,1
15,3,24,1
3,2,5,3
1,0,1,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,-2
0,0,0,0
0,0,0,2
1,0,1,1
0,0,1,2
0,0,0,2
0,0,0,2
0,0,0,0
0,0,0,1
0,0,0,1
1,0,0,2
1,0,1,0
0,0,0,-1
1,0,0,0
9,2,2,0
29,25,15,1
28,26,40,5
10,14,12,3
3,4,4,1
0,0,1,1
0,0,0,0
0,0,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,2
0,0,0,0
0,0,0,0
1,0,1,0
0,0,1,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,2
3,0,0,0
24,15,6,-1
25,16,36,4
11,14,14,5
3,5,4,1
0,1,1,0
0,0,0,0
0,0,0,-1
0,0,0,1
0,0,0,2
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,2
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
1,0,0,0
17,4,2,-1
28,20,29,1
20,22,28,5
6,9,8,2
1,2,2,2
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,-1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,3
0,0,0,-1
2,0,0,1
30,-1,4,-1
30,-1,48,0
6,4,8,3
1,1,2,4
0,0,0,1
0,0,0,2
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,-1
0,0,0,2
0,0,0,0
0,0,0,1
0,0,0,-1
0,0,0,0
3,0,0,0
27,0,6,1
30,2,45,0
14,6,21,0
3,2,4,0
1,0,1,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,2
0,0,0,-1
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
8,0,0,0
26,-1,13,0
25,-1,40,0
3,2,5,0
1,1,2,-1
0,0,1,0
0,0,0,-1
0,0,0,-1
0,0,0,-2
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,3
0,0,0,1
0,0,0,1
0,0,0,2
0,0,0,-1
0,0,0,-1
0,0,0,1
0,0,0,0
0,0,0,0
1,0,0,0
8,0,2,0
14,5,13,-1
12,5,19,1
2,2,3,2
0,0,0,2
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,1
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,-1
0,0,0,-1
0,0,0,1
19,-4,0,-1
26,0,32,0
19,2,29,-1
3,2,4,-1
1,1,1,-1
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
9,-1,2,0
27,0,15,-1
26,0,42,-1
5,4,7,2
1,1,2,1
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
15,-3,0,0
23,0,25,-1
18,1,31,0
2,2,4,0
0,1,1,1
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,-1
26,3,4,0
28,4,42,3
11,9,16,5
3,3,5,4
1,1,1,4
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,2
0,0,0,2
0,0,0,2
0,0,0,0
0,0,0,0
0,0,0,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
15,-2,0,0
23,-2,25,-1
18,0,29,-1
2,1,3,1
0,0,0,2
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
11,0,0,0
31,6,18,0
29,6,47,2
6,5,9,4
2,2,3,3
0,0,1,2
0,0,0,1
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,-1
0,0,0,-1
0,0,0,0
0,0,0,-1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,-1
0,0,0,-1
0,0,0,0
0,0,0,1
0,0,0,-1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-2
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,-1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,1,-1
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,-1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,-1
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,-1
0,0,0,1
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,-1
0,0,0,1
0,0,0,-1
0,0,0,-1
0,0,0,1
0,0,0,-2
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,-1
0,0,0,-2
0,0,0,0
0,0,0,-2
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,-1
0,0,0,-1
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,2
0,0,0,-2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-2
0,0,0,-1
0,0,0,2
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,-1
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,-1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,-1
0,0,0,-1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,-1
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-2
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,-2
0,0,0,1
0,0,0,-1
0,0,0,-2
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,2
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,-1
0,0,0,-1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-2
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,1
0,0,0,-1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,-1
0,0,0,1
0,0,0,-1
0,0,0,0
0,0,0,-1
0,0,0,-1
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,-2
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,0
0,0,0,0
0,0,0,-1
0,0,0,-1
0,0,0,0
1,0,1,-2
1,0,1,0
0,0,1,-2
0,0,1,-1
0,0,1,0
0,0,1,-1
0,0,1,1
0,0,0,0
0,0,1,-1
0,0,1,-1
0,0,1,0
0,0,1,1
0,0,1,0
0,0,1,0
0,0,1,-1
1,0,1,-1
0,0,1,-1
0,0,1,0
0,0,0,0
0,0,1,-1
0,0,1,-1
0,0,0,0
0,0,1,-2
0,0,0,0
0,0,1,-1
0,0,0,-2
0,0,1,0
1,0,1,0
1,0,1,0
0,0,1,-1
1,0,1,0
1,0,1,0
0,0,0,0
0,0,1,-1
0,0,0,1
0,0,1,0
0,0,1,0
0,0,0,-1
0,0,1,-1
1,0,1,-2
1,0,1,0
0,0,0,-1
0,0,0,1
0,0,1,0
0,0,1,-1
0,0,1,0
0,0,1,0
0,0,0,0
0,0,1,0
0,0,1,0
0,0,1,-1
0,0,0,-1
0,0,1,-1
1,0,1,-1
0,0,1,-1
0,0,0,0
0,0,1,-1
0,0,0,0
1,0,1,0
1,0,1,0
1,0,1,1
0,0,1,-1
0,0,1,-1
0,0,1,0
0,0,1,-1
0,0,1,-1
0,0,1,0
0,0,1,-1
0,0,1,-1
1,0,0,0
1,0,1,0
1,0,1,-1
0,0,1,0
0,0,1,0
0,0,1,0
1,0,1,0
